Subject,Stimulus,code,End Time [ms],Saccade Start [ms],Saccade Duration [ms],Saccade End [ms],StartPosition X,StartPosition Y,EndPosition X,EndPosition Y, Amplitude [F],Position X AOI,Position Y AOI, Velocity  Average [F/s],Velocity  Peak [F/s],Peak Velocity at [%],Eye L/R,Number
4,13p right.jpg,2,1492,360,16,377,576,381.6,670,387,1.5,695.7,361.7,87.6,194.7,100,Left,1
4,13p right.jpg,2,1492,810,16,827,701.7,388,586.3,385.4,1.6,728.3,352.1,98,238.7,100,Left,2
4,13p right.jpg,2,1492,1060,16,1077,542.1,370.2,675.8,370.6,1.8,709,373.3,111.3,276.6,100,Left,3
4,14a left.jpg,2,1492,395,16,411,582.6,357.6,585.4,353,0.3,695.7,361.7,19.1,55.9,100,Left,1
4,14a left.jpg,2,1492,1011,16,1028,673.3,347.8,675.1,346.2,0,728.3,352.1,3,4.9,100,Left,2
4,14p right.jpg,2,1492,330,16,347,579.7,369.9,666.4,367.1,1.4,709,373.3,82.3,179.6,100,Left,1
4,14p right.jpg,2,1492,1097,16,1114,639.8,368.4,565.9,368.5,1.3,413.3,381,76.7,153,100,Left,2
4,15p right.jpg,2,1492,516,83,599,428.5,338.8,684,355.9,9.6,317.9,394.1,115.1,357,100,Left,1
4,16a right.jpg,2,1492,879,16,896,508.3,361,418.1,363.1,1,289.9,377.3,61.8,186.7,100,Left,1
4,16a right.jpg,2,1492,1262,16,1279,336.8,370.3,335.4,372.8,0.1,317.9,394.1,6,8.5,100,Left,2
4,16p left.jpg,2,1492,797,16,813,593.8,364.5,596.4,365.4,0.1,289.9,377.3,3.5,5.7,100,Left,1
4,17p right.jpg,2,1488,272,16,288,539.1,383.5,675.2,384.3,1.4,511.8,379.9,81.3,281.6,100,Left,1
4,17p right.jpg,2,1488,938,16,955,673.5,378.2,675.6,386.7,0.3,516.7,368.6,16.2,21,0,Left,2
4,17p right.jpg,2,1488,1388,99,1488,697.3,387.4,650.7,301.7,54.8,694.3,346.6,548.1,2023.5,83.4,Left,3
4,18a left.jpg,2,1485,351,16,368,492.8,368.3,393.1,366.6,1.2,694.7,345.5,71.9,206.3,100,Left,1
4,18a left.jpg,2,1485,651,16,668,377.2,393.6,497.6,392.1,1.5,694.3,346.6,89.6,249.2,100,Left,2
4,18p left.jpg,2,1484,417,16,434,520.1,381.2,433.3,383.7,1.4,694.7,345.5,82.6,179.8,100,Left,1
4,18p left.jpg,2,1484,634,16,650,352.5,396.3,350.5,396.6,0.1,505.6,372.7,3.3,4.3,100,Left,2
4,19a right.jpg,2,1490,224,16,240,550.9,362.7,649.6,365.8,1,383.9,385.1,59.8,204.4,100,Left,1
4,19a right.jpg,2,1490,490,16,507,593.9,362.7,542.9,363.1,1.1,625.1,355.2,68.6,127,0,Left,2
4,19a right.jpg,2,1490,1257,66,1324,480.6,346.1,493.6,288.3,17.7,641.9,350.5,266.3,537.3,49.8,Left,3
4,19a right.jpg,2,1490,1423,66,1490,520.1,350.8,520.2,363,0.6,641.9,350.5,9,16.6,24.9,Left,4
4,19p right.jpg,2,1492,260,16,276,516.5,365.1,644.5,361.8,1.7,383.9,385.1,100.8,264.9,100,Left,1
4,1a left.jpg,2,1492,292,100,392,513,349.3,553.4,324.5,33.2,510.8,380.8,331.7,776.4,66.8,Left,1
4,1a left.jpg,2,1492,642,16,659,632.4,340.1,637.8,340.4,0.1,510.7,356.1,7.5,11.2,100,Left,2
4,1a left.jpg,2,1492,1159,16,1176,711.5,335.9,711.8,336.3,0.1,705.3,359.7,4,8.2,100,Left,3
4,1p right.jpg,2,1487,337,16,354,524.1,366.5,617.2,372.2,1.6,526.3,329.3,97.5,192.9,100,Left,1
4,1p right.jpg,2,1487,471,16,487,707,379.7,706.5,381.7,0,705.3,359.7,2.7,4.3,100,Left,2
4,20a right.jpg,2,1492,263,16,280,524.2,388.3,631.9,387.9,1.7,507.1,364.2,99.9,222.8,100,Left,1
4,20a right.jpg,2,1492,813,16,830,643.3,376.3,563.5,376,1.2,722.6,353.3,73.9,165,100,Left,2
4,20p left.jpg,2,1487,304,16,321,504.2,387.8,402.5,385.6,1.4,722.6,353.3,84,210.4,100,Left,1
4,20p left.jpg,2,1487,721,16,737,423,370.9,516.9,368.4,1.7,509.9,396.7,99.9,194.3,100,Left,2
4,20p left.jpg,2,1487,1221,16,1237,602.5,355.9,605.4,354.8,0.1,426.7,355.4,4.3,6.3,100,Left,3
4,21p left.jpg,2,1492,266,16,282,514.2,371.8,412.3,373.7,1.4,366,321.7,82.5,210.9,100,Left,1
4,22a left.jpg,2,1492,266,16,283,476.7,404.8,413.9,405.2,1.3,353.6,368,80.8,129.9,100,Left,1
4,22a left.jpg,2,1492,449,16,466,332.3,388.9,332.3,386.8,0.1,353.6,368,5.1,8.3,100,Left,2
4,22p left.jpg,2,1492,500,16,516,537,357.4,432.5,357,1.4,509.9,380.3,83.4,216.1,100,Left,1
4,22p left.jpg,2,1492,867,83,950,371.2,367.9,324.6,348.8,13.2,362.4,376.8,158.5,442.9,60,Left,2
4,23p right.jpg,2,1488,321,16,338,532.9,353.5,693.2,351.4,1.8,299.1,733.3,108.6,331.6,100,Left,1
4,23p right.jpg,2,1488,971,16,987,693,377.8,574.6,377.3,1.6,339.8,382.3,97.5,245,100,Left,2
4,24a right.jpg,2,1491,174,16,191,502.8,253.2,508.8,299.3,2.7,345.1,380.3,162.7,415.3,100,Left,1
4,24a right.jpg,2,1491,308,16,324,518.2,378.7,648.7,373.5,1.7,345.3,354.2,103.7,270.1,100,Left,2
4,24a right.jpg,2,1491,774,33,808,704.6,400,548.1,398,2.6,362.4,376.8,76.8,168.1,49.8,Left,3
4,24p left.jpg,2,1492,480,16,497,504.4,353.3,388.8,351.2,1.4,339.8,382.3,83.8,239.2,100,Left,1
4,2a right.jpg,2,1492,696,16,713,685.6,359.8,689,352.8,0.3,345.1,380.3,16.6,23.4,100,Left,1
4,2a right.jpg,2,1492,896,49,946,702.7,353.4,708,365.5,4.3,345.3,354.2,85.3,240.4,100,Left,2
4,3a left.jpg,2,1485,1,66,68,517.3,375.3,628.4,374,3,528.1,372.4,44.4,224,100,Left,1
4,3a left.jpg,2,1485,551,83,635,671.3,342.9,727.6,307.4,21.9,698.8,369.5,263.2,668.9,40,Left,2
4,3a left.jpg,2,1485,751,16,768,673.2,350.5,678.6,354.8,0.1,698.8,369.5,8.1,14.2,100,Left,3
4,3p right.jpg,2,1492,330,33,363,510.5,349.5,695.5,351.1,2.8,530.3,381,83.5,219,100,Left,1
4,3p right.jpg,2,1492,663,33,697,720.8,301,714.8,313.2,2.5,524.6,359.6,74.6,145.9,100,Left,2
4,4p left.jpg,2,1483,433,16,450,463.7,315.4,487,328.7,1.1,731,353.6,67,168.6,100,Left,1
4,4p left.jpg,2,1483,583,33,617,482,324.7,365.2,350.8,2.1,686,353.7,62,181.6,100,Left,2
4,5a right.jpg,2,1485,86,16,102,557.5,374,524.5,377.6,0.9,731,353.6,57.1,145.1,0,Left,1
4,5a right.jpg,2,1485,269,16,285,509.4,389.1,627.7,388,1.2,686,353.7,69.4,244.7,100,Left,2
4,5a right.jpg,2,1485,435,16,452,644.9,358.6,505.6,346.8,1.4,505.1,385.3,85.3,289,100,Left,3
4,5a right.jpg,2,1485,785,16,802,441.5,371.4,439.6,367.3,0.1,505,381,6.7,10.3,100,Left,4
4,5p right.jpg,2,1487,4,83,87,345.3,719.1,524,299,26.4,736.1,339.5,315.6,1125.7,60.1,Left,1
4,5p right.jpg,2,1487,537,33,570,498.3,367.3,677.9,364.9,2.7,686.1,340.4,80.4,188.4,50,Left,2
4,5p right.jpg,2,1487,770,33,804,703.7,341.8,462.2,344.3,3.9,736.1,339.5,115.4,260.6,50.2,Left,3
4,5p right.jpg,2,1487,1270,33,1304,412.1,378.6,648.9,385.5,4.3,686.1,340.4,128.3,268.5,49.8,Left,4
4,6a right.jpg,2,1486,970,16,987,477.5,365.2,420.3,365.5,0.8,517.5,396.7,50.4,118.4,100,Left,1
4,6p left.jpg,2,1487,437,50,487,526.6,381.4,534.5,376.7,2.6,555.5,351.8,52.3,172.4,100,Left,1
4,6p left.jpg,2,1487,771,16,787,627.1,341.6,637.4,342.5,0.9,645,366.2,51.1,102.3,0,Left,2
4,6p left.jpg,2,1487,937,16,954,655.5,324.1,673.3,318.7,0.3,697.2,360.3,20.4,38.4,100,Left,3
4,7p right.jpg,2,1468,278,83,361,530.2,355.9,1.2,0,15.4,645,366.2,185.3,439.4,60,Left,1
4,8a right.jpg,2,1484,1217,149,1367,718.5,346.4,685.5,290.5,54.6,697.2,360.3,364.2,1464.7,33.3,Left,1
4,8p left.jpg,2,1484,284,16,301,520,388.7,413.9,388.3,1.2,344.3,381.1,72.6,219.6,100,Left,1
4,8p left.jpg,2,1484,951,16,968,333.3,383.5,333.2,383,0,320.6,388.7,2.5,4.1,100,Left,2
4,8p left.jpg,2,1484,1234,16,1251,428.7,381,426.9,378.4,0.1,656.2,384.1,3.8,6.5,100,Left,3
4,8p left.jpg,2,1484,1434,50,1484,377.1,384,340.8,388.8,2.1,656.2,384.1,42.6,99.1,0,Left,4
4,9a right.jpg,2,1492,280,33,313,509.7,385.5,702.1,379.8,2.7,344.3,381.1,81.8,201.5,50,Left,1
5,10a right.jpg,1,1487,254,16,271,502,343.6,374.9,342.1,1.5,320.6,388.7,90.9,262.9,100,Left,1
5,10a right.jpg,1,1487,821,16,837,321.8,385.1,321.5,382.9,0.1,512.5,389,4,4.5,100,Left,2
5,10a right.jpg,1,1487,1187,16,1204,318.8,373,405.3,369.8,1,503.8,383.2,59.6,179.1,100,Left,3
5,10p right.jpg,1,1492,281,16,297,508.8,349,626.3,348.7,1.7,354.4,395.5,101.3,243,100,Left,1
5,10p right.jpg,1,1492,681,16,697,704.2,332.6,705.6,327.9,0.1,345.6,403.1,7.3,10,100,Left,2
5,11a left.jpg,1,1492,192,16,209,501.6,353.3,405.3,352.3,1,354.4,395.5,61.6,199.2,100,Left,1
5,11a left.jpg,1,1492,342,33,375,436.2,358.1,628.5,347.5,3.9,345.6,403.1,116.4,238.8,50,Left,2
5,11a left.jpg,1,1492,658,16,675,698.3,334.2,700.8,340,0.2,352.5,406.2,9.1,13.2,100,Left,3
5,11p right.jpg,1,1492,312,16,328,509.3,343.1,613.6,347.4,1.6,547.1,388.8,100.1,215.8,100,Left,1
5,11p right.jpg,1,1492,461,16,478,693.1,357.8,690.7,360.3,0.1,352.5,406.2,6,7.2,100,Left,2
5,12a left.jpg,1,1489,323,16,339,534.3,350,654.8,350.4,1.5,508.1,386.2,91.8,249.3,100,Left,1
5,12a left.jpg,1,1489,623,16,639,746.4,350.3,747.2,350.8,0,382.4,382.8,2.4,3.6,100,Left,2
5,12p left.jpg,1,1492,499,83,582,501.4,325.6,344.8,299.2,20.7,356.4,410.2,248.7,765.9,40,Left,1
5,13a left.jpg,1,1489,456,33,489,527.5,343.7,641.6,282.5,2.8,382.4,382.8,85.1,188.8,50.1,Left,1
5,13a left.jpg,1,1489,689,16,706,689.2,332.1,691,333.3,0.1,356.4,410.2,4.4,5.2,100,Left,2
5,13p right.jpg,1,1491,491,33,524,517.1,327.5,697.3,287.8,3.3,264.6,402.9,98.9,284.6,49.8,Left,1
5,13p right.jpg,1,1491,1008,16,1024,688,343.4,689.2,344.7,0,370.8,396.5,2.4,3.5,100,Left,2
5,14a left.jpg,1,1492,961,16,978,342,248.3,333.5,287.5,2.1,586.2,357.5,127,350.4,100,Left,1
5,14a left.jpg,1,1492,1061,16,1078,324.4,367.3,324.1,382.1,0.4,629.4,336,21.9,34.3,100,Left,2
5,14a left.jpg,1,1492,1428,66,1495,324.9,394.5,651.3,373.8,7.7,370.8,396.5,115,301.6,25,Left,3
5,14p right.jpg,1,1492,394,116,511,514,346.3,719.3,329.7,14.2,357.8,378.4,121.9,263.3,42.8,Left,1
5,15a right.jpg,1,1487,371,16,387,476.8,329.8,375.3,331.3,1.2,350.5,389.9,72.5,210,100,Left,1
5,15a right.jpg,1,1487,537,66,604,430.1,332.5,373.8,314.1,6.1,515.6,384.1,91.5,160.8,100,Left,2
5,15a right.jpg,1,1487,771,16,787,303.2,342.9,302.3,344.6,0.1,357.8,378.4,6.2,8.1,100,Left,3
5,15p right.jpg,1,1489,606,16,622,558.2,331,672.7,331.1,1.6,350.5,389.9,97,236.8,100,Left,1
5,16a right.jpg,1,1492,282,16,299,524.8,326.6,625.3,325.9,1.6,380.2,381.4,95.3,208,100,Left,1
5,16a right.jpg,1,1492,965,16,982,699.1,343.2,698.9,348.2,0.1,521,376,5.2,10.4,100,Left,2
5,16a right.jpg,1,1492,1448,49,1498,680.5,357.9,469.5,354.5,4.6,651.2,352.3,92.9,261.3,33.4,Left,3
5,16p left.jpg,1,1492,1265,16,1281,319.4,353.1,319.3,357.1,0.1,651.2,352.3,4.6,8.2,100,Left,1
5,17a left.jpg,1,1490,940,49,990,540.4,352,527.7,263.8,3.4,380.2,381.4,67.4,122.3,33.5,Left,1
5,17a left.jpg,1,1490,1174,16,1190,553.7,335.9,552.2,338.3,0.1,525.7,389.9,6.4,8.8,100,Left,2
5,17p right.jpg,1,1490,256,16,273,584.1,344.1,679.9,344.9,1.5,688.3,387.1,92.6,198.1,100,Left,1
5,18p left.jpg,1,1486,886,16,902,329.5,339.4,328.3,344.9,0.2,688.3,387.1,9.2,11.7,100,Left,1
5,19a right.jpg,1,1491,224,16,241,569.1,348.9,652.3,349.1,1.4,508.1,385.7,83.3,172.1,100,Left,1
5,19a right.jpg,1,1491,391,49,441,674.5,346,353.7,347.7,5.8,434.2,386,116.4,288.6,33.2,Left,2
5,19p right.jpg,1,1492,326,16,343,569.4,315.6,656.4,315.8,1.5,693.1,363.3,93.7,180.1,100,Left,1
5,19p right.jpg,1,1492,626,16,643,694.5,338.3,693,350.1,0.3,693.1,363.3,16.8,24.5,100,Left,2
5,1a left.jpg,1,1492,244,16,260,446.3,343.3,434.2,344.5,0.6,515.4,377.5,37.7,103.6,100,Left,1
5,1a left.jpg,1,1492,360,33,394,425.2,344,597.4,336.7,3.7,681.4,383.3,110,213.4,50.1,Left,2
5,1a left.jpg,1,1492,727,16,744,690.7,333.4,691.5,331.8,0,681.4,383.3,2.2,3.9,100,Left,3
5,1p right.jpg,1,1492,527,16,544,434.7,328.2,406.9,325.5,0.8,356.1,378.8,46.5,101.8,0,Left,1
5,1p right.jpg,1,1492,1027,16,1044,350,366.9,349.9,369.8,0,356.1,378.8,2.9,6.1,100,Left,2
5,20a right.jpg,1,1487,271,16,287,545.9,336.9,644.7,336.2,1.2,511.8,382.6,71.8,204.4,100,Left,1
5,20a right.jpg,1,1487,404,33,437,667.9,339.2,458.3,340.9,4.1,522.8,399.7,124,256.2,49.8,Left,2
5,20a right.jpg,1,1487,687,16,704,378.5,351.3,378.4,354,0.1,667.9,369.8,3.8,5.6,100,Left,3
5,20a right.jpg,1,1487,1471,16,1487,351.7,336.7,225.1,591.2,4.1,712.6,357.6,246.2,586.9,100,Left,4
5,20p left.jpg,1,1485,418,16,435,495.7,338.7,379.1,339.1,1.5,667.9,369.8,91.1,241.1,100,Left,1
5,20p left.jpg,1,1485,1385,100,1485,313.8,372.8,513.5,358.3,5.3,712.6,357.6,52.6,182.6,50,Left,2
5,21a left.jpg,1,1492,311,16,328,577.2,339.3,649.7,338.9,1.4,500.5,376.4,86.4,149.9,100,Left,1
5,21p left.jpg,1,1491,857,16,874,484.5,323.1,373.6,325.9,1.4,501.5,336.6,83.3,229.4,100,Left,1
5,22a left.jpg,1,1492,310,16,327,566.6,352.2,615.2,351,1.3,509,333.7,76.9,122.8,0,Left,1
5,22p left.jpg,1,1492,529,16,545,519.2,370.1,384.2,369.4,1.9,362.3,365.1,114.8,279.4,100,Left,1
5,22p left.jpg,1,1492,929,16,945,320.2,388,320.1,390.9,0.1,705.5,344.6,3.7,6,100,Left,2
5,23a left.jpg,1,1486,336,16,353,591.9,341.4,594.3,339.8,0.8,705.5,344.6,50.2,132.3,100,Left,1
5,23a left.jpg,1,1486,836,16,853,657,308.9,638.1,237,1.1,362.3,365.1,67.2,153.9,100,Left,2
5,23a left.jpg,1,1486,1003,133,1136,676.2,296.5,345.5,284.1,43.1,507.6,376.1,323.8,1416,62.5,Left,3
5,23p right.jpg,1,1492,644,16,660,534.4,378.7,653.2,379.2,1.7,603.9,360.4,100.1,245.9,100,Left,1
5,23p right.jpg,1,1492,1377,16,1394,697.4,339,696.2,335.2,0.1,730.3,359.5,5.6,8.2,100,Left,2
5,24a right.jpg,1,1489,205,16,222,500.9,340.3,607.6,339.6,1.4,725.2,346.8,84.6,220.8,100,Left,1
5,24a right.jpg,1,1489,589,149,739,686.3,337.1,678.2,257.8,48,730.3,359.5,319.8,881.5,44.4,Left,2
5,24a right.jpg,1,1489,905,16,922,698.3,330,699.3,332.9,0.1,725.2,346.8,8.1,13.7,100,Left,3
5,24a right.jpg,1,1489,1339,16,1355,674.8,332.9,585.8,331.7,1.2,504.7,404.2,72.1,184.3,100,Left,4
5,24p left.jpg,1,1492,528,33,561,517.6,395,336.7,381.6,2.6,669.1,368.5,77.6,194.7,100,Left,1
5,2a right.jpg,1,1484,334,16,351,503.3,368.7,576,368.6,1.5,703.1,375,88.4,150.5,100,Left,1
5,2a right.jpg,1,1484,484,33,518,609.2,346.8,378.1,340.6,4,669.1,368.5,120.8,301.4,49.8,Left,2
5,2a right.jpg,1,1484,1201,16,1217,325.6,371.7,324.5,372.5,0,703.1,375,1.8,2.9,0,Left,3
5,2p left.jpg,1,1492,292,16,309,469.2,336.8,373.9,336,1.4,526.6,403.9,81.7,197.2,100,Left,1
5,3a left.jpg,1,1491,308,16,325,618.1,339.9,642.3,340.2,0.6,659.3,368.2,35.7,69.2,0,Left,1
5,3a left.jpg,1,1491,825,33,858,688.5,320.7,687.1,243.7,2.8,524.2,336.8,84.9,193.6,100,Left,2
5,3a left.jpg,1,1491,941,16,958,687.2,323.3,683.7,329,0.2,517.5,357.4,11.6,17.3,0,Left,3
5,3p right.jpg,1,1492,346,16,362,455.4,335.7,373.5,338.9,1.6,659.3,368.2,96.5,169.7,100,Left,1
5,3p right.jpg,1,1492,679,49,729,330.8,383.6,610.5,377,5.9,509.9,361.3,118.4,248.8,100,Left,2
5,3p right.jpg,1,1492,912,16,929,683,357.5,694,355.2,0.3,746.8,313.4,16.4,29.2,100,Left,3
5,4a left.jpg,1,1486,520,16,536,582.9,320.8,649.3,320.7,1.4,725.9,328.3,85,162.6,0,Left,1
5,4p left.jpg,1,1492,577,50,627,488.9,290.6,353.6,306.9,6.8,353.4,377.1,136.5,351.4,33.2,Left,1
5,4p left.jpg,1,1492,1394,16,1411,339.9,381.7,340.1,383.4,0,308.7,383.7,2.7,3.7,100,Left,2
5,5a right.jpg,1,1484,250,16,267,501,360,416.8,357.9,1.1,560.3,385.6,67,174.2,100,Left,1
5,5a right.jpg,1,1484,534,16,550,335.8,372.3,333.8,371.5,0.1,652.9,371.8,7.8,11.5,0,Left,2
5,5p right.jpg,1,1492,195,16,211,546.1,345.4,634.2,347.5,1,652.9,371.8,59.4,182.3,100,Left,1
5,5p right.jpg,1,1492,595,49,644,694.4,357.6,397.5,355.6,5.4,353.4,377.1,108,276,33.1,Left,2
5,5p right.jpg,1,1492,1178,16,1194,334,342.4,336.4,314.9,0.4,308.7,383.7,24.1,57.2,100,Left,3
5,5p right.jpg,1,1492,1428,66,1494,349.5,261.3,347.9,255,0.9,425.4,379.3,13.4,26.9,75.1,Left,4
5,6a right.jpg,1,1492,292,16,309,510.6,360.8,385.8,363.3,1.7,371.3,391.2,102.2,258.2,100,Left,1
5,6a right.jpg,1,1492,392,16,409,315.2,361.4,316,342,0.5,516.1,374.6,29.5,40.2,100,Left,2
5,6p left.jpg,1,1492,377,16,394,591.3,346,611.6,343.9,1.3,371.3,391.2,78,158.3,0,Left,1
5,6p left.jpg,1,1492,711,16,727,690.4,343.4,689.9,345.6,0.1,343.7,361.6,4.7,7.6,100,Left,2
5,7a left.jpg,1,1489,306,16,322,509.1,350.8,583,349.9,1.4,523.6,392.3,81.1,152.9,100,Left,1
5,7a left.jpg,1,1489,1122,16,1139,654.8,328.4,656.7,328.1,0,531.8,360.3,2.7,4.9,0,Left,2
5,7p right.jpg,1,1492,326,16,343,498.1,357.6,384.6,360,1.6,343.7,361.6,93.4,234.8,100,Left,1
5,7p right.jpg,1,1492,509,16,526,311.5,383,310,386.4,0.1,334.2,372.2,4.9,7.7,100,Left,2
5,8a right.jpg,1,1492,346,16,363,455.6,338.8,373.6,344.9,1.3,331.3,364.4,80.5,170,100,Left,1
5,8p left.jpg,1,1488,355,16,371,499.4,362,410.6,360.4,1.2,699.4,385.3,74.5,183.7,100,Left,1
5,8p left.jpg,1,1488,655,16,671,329.4,378.4,326.9,378.3,0.1,699.4,385.3,5.5,7.2,100,Left,2
5,9a right.jpg,1,1492,481,33,514,487.1,341.5,352.9,343.7,2.7,334.2,372.2,79.7,196.9,100,Left,1
5,9p right.jpg,1,1489,390,16,406,520.1,312.8,649.8,314.1,1.6,331.3,364.4,93.8,268.4,100,Left,1
6,10a right.jpg,1,1485,435,16,451,510.3,399.5,623,399.3,1.6,397.7,395.4,95.9,233.1,100,Left,1
6,10a right.jpg,1,1485,551,16,568,697,378.5,697.1,375.2,0.1,513.8,401.3,5.2,6.8,100,Left,2
6,10p right.jpg,1,1492,777,16,793,702.4,364.4,701.2,366.6,0.1,688,380.9,6.1,9.3,0,Left,1
6,11a left.jpg,1,1492,446,16,462,576.4,377.5,577.8,376.4,0.1,688,380.9,5.2,8.1,0,Left,1
6,11a left.jpg,1,1492,612,16,629,663.2,365,664.5,361,0.1,348.9,372.2,7.5,9.2,100,Left,2
6,11p right.jpg,1,1492,314,16,331,554.8,384.7,659.4,377.9,1.6,522.2,366,96.1,216.8,100,Left,1
6,11p right.jpg,1,1492,1464,33,1498,700.3,338.7,731.5,316.5,0.9,530,315.8,26.6,63.9,100,Left,2
6,12a left.jpg,1,1491,525,33,558,622.5,269,741.1,332.1,5.6,547.3,364.4,167.5,346.6,100,Left,1
6,12a left.jpg,1,1491,641,16,658,684.4,312.9,685.7,262.3,0.5,348.9,372.2,32.6,104.7,100,Left,2
6,12a left.jpg,1,1491,1208,16,1225,709.8,304,701.4,322,0.5,361.9,371.5,30.7,50.3,0,Left,3
6,12p left.jpg,1,1492,596,16,612,470.5,386,395,386.6,1.5,278.9,399.2,87.2,156.1,100,Left,1
6,12p left.jpg,1,1492,729,49,779,328.6,388.5,620.1,353.6,5.7,521.8,369.2,115.1,262.7,66.8,Left,2
6,12p left.jpg,1,1492,912,16,929,697.6,331.5,696.3,330.5,0.1,618,368.5,3.4,5.2,100,Left,3
6,13p right.jpg,1,1491,358,16,374,550,369.4,647.7,374.3,1.4,361.9,371.5,85.4,202.5,100,Left,1
6,13p right.jpg,1,1491,791,66,857,707.8,345.2,572.4,347.9,9.1,278.9,399.2,137.2,313.8,75,Left,2
6,13p right.jpg,1,1491,1291,16,1307,714.7,335.5,712.4,334.9,0.1,362.4,390.2,8.4,9.8,100,Left,3
6,14a left.jpg,1,1483,383,16,399,585.6,396.1,586.2,393.8,0.4,724.7,363.8,24.7,67.6,100,Left,1
6,14p right.jpg,1,1486,236,16,252,511.4,394.4,627.5,390.7,1.5,724.7,363.8,86.9,240.2,100,Left,1
6,14p right.jpg,1,1486,602,16,619,700.7,369.5,701.7,364.4,0.1,362.4,390.2,5.7,10.7,100,Left,2
6,15a right.jpg,1,1490,324,16,340,493.4,398.5,387.4,397,1.5,511.5,387,92.3,219.2,100,Left,1
6,15a right.jpg,1,1490,890,66,957,315.2,419.6,333.2,360.2,4.4,727.8,376,65.9,157.5,100,Left,2
6,15p right.jpg,1,1492,344,16,360,513.3,390.8,629.6,389.1,1.4,722,362,87.3,240.5,100,Left,1
6,15p right.jpg,1,1492,527,16,544,693,361.4,699.2,358.1,0.1,727.8,376,7.9,14.4,100,Left,2
6,15p right.jpg,1,1492,1077,33,1110,705.3,354.2,541.6,362.6,3,722,362,88.6,172.8,50.1,Left,3
6,16a right.jpg,1,1487,237,16,254,595.6,388.2,605.4,388,0.8,512.4,383.9,46.9,139.6,0,Left,1
6,16a right.jpg,1,1487,371,33,404,599.9,382,361,387.1,3.6,506.4,370.3,107.9,293,50,Left,2
6,16p left.jpg,1,1492,275,16,292,519.5,389.9,424.9,392.2,1.3,436.2,368.2,76.7,195.8,100,Left,1
6,16p left.jpg,1,1492,492,33,525,435.9,411.5,627.1,409.2,4,370.3,395.1,119.2,210.7,49.8,Left,2
6,16p left.jpg,1,1492,725,16,742,689.4,376.3,691.4,370.5,0.3,677.6,354.8,15.9,37.9,0,Left,3
6,17a left.jpg,1,1492,376,16,393,525.9,391.4,621.5,392.7,1.3,677.6,354.8,75.5,197.6,100,Left,1
6,17a left.jpg,1,1492,910,16,926,693.4,370.2,695.2,367.9,0.1,370.3,395.1,4.9,6.8,100,Left,2
6,17p right.jpg,1,1492,929,33,962,515.4,410,745.9,401.2,3.4,510.4,372.3,102.6,260.8,50,Left,1
6,18a left.jpg,1,1492,358,16,375,588.6,385.8,610.3,382.4,0.8,705.9,326,50.2,125.6,0,Left,1
6,18a left.jpg,1,1492,742,16,758,669.5,341.8,669.9,341.7,0.1,720.3,342,3.5,4.6,100,Left,2
6,18p left.jpg,1,1486,486,16,503,517.3,406.8,430,407.3,1.3,706.6,374.9,79.2,180.6,100,Left,1
6,18p left.jpg,1,1486,853,16,870,338.5,413.8,337.8,414.7,0.1,720.3,342,3.1,5,100,Left,2
6,19a right.jpg,1,1492,262,16,279,602,374.2,670.1,362.9,1.4,706.6,374.9,82.2,171.2,0,Left,1
6,19a right.jpg,1,1492,596,49,646,706.1,342.4,423.6,363.3,5.3,498.4,386.9,105.1,254.2,33.3,Left,2
6,19p right.jpg,1,1483,716,16,733,799.8,292.3,786.9,282.5,1.1,376.4,367.6,63.2,132.4,100,Left,1
6,19p right.jpg,1,1483,816,16,833,729.1,320.8,727.4,326.5,0.2,322.4,376.8,13.6,19.6,100,Left,2
6,1a left.jpg,1,1491,307,16,324,587.3,378.5,646.7,379.1,1.3,712.5,370.2,75.9,150.6,0,Left,1
6,1p right.jpg,1,1487,354,16,371,504.8,395.8,428.2,398.5,1.1,712.5,370.2,67.1,158.5,100,Left,1
6,1p right.jpg,1,1487,637,33,671,373,382.8,595.4,378.6,4.4,376.4,367.6,132.5,312.3,49.8,Left,2
6,1p right.jpg,1,1487,854,16,871,680.5,369,687,367.2,0.2,322.4,376.8,15,20.9,100,Left,3
6,20a right.jpg,1,1492,343,16,359,516.4,385.3,395.9,388.4,1.3,378.8,378.7,79.9,249.5,100,Left,1
6,20p left.jpg,1,1484,468,16,484,523.3,385.6,639.8,381.7,1.3,339.5,396.6,79.6,241.1,100,Left,1
6,20p left.jpg,1,1484,701,33,734,689.6,365.3,405,380,4.7,531.9,361.5,141.4,345.1,49.8,Left,2
6,20p left.jpg,1,1484,901,16,918,344.3,415.5,342.8,415.7,0.1,522.2,333.1,5,8.1,0,Left,3
6,21a left.jpg,1,1489,372,16,389,533.8,384.6,592,379.8,0.7,378.8,378.7,43.3,121,100,Left,1
6,21a left.jpg,1,1489,572,99,672,603.1,361.1,403,295.4,26.9,339.5,396.6,268.6,516.6,33.2,Left,2
6,21a left.jpg,1,1489,805,99,905,384.4,322.1,684.8,327.2,10.9,527.9,352.7,108.7,311.6,66.8,Left,3
6,21a left.jpg,1,1489,1005,16,1022,676.2,363.5,724.9,361.1,0.8,665.1,333.2,48.5,100.9,100,Left,4
6,21p left.jpg,1,1492,525,16,542,565.3,391.3,587.5,385.8,0.8,690.1,332.1,45.9,126.2,100,Left,1
